,name,count
0,autogpts.autogpt.agbenchmark_config.analyze_reports.process_test|dict.__getitem__,5
272,benchmark.agbenchmark.utils.dependencies.graphs.is_circular|set.__contains__,1
273,benchmark.agbenchmark.utils.dependencies.graphs.is_circular|set.__init__,1
274,benchmark.agbenchmark.utils.dependencies.graphs.graph_spring_layout|float.__mul__,1
275,benchmark.agbenchmark.utils.dependencies.graphs.graph_spring_layout|int.__gt__,1
276,benchmark.agbenchmark.utils.dependencies.graphs.graph_spring_layout|list.__getitem__,1
277,benchmark.agbenchmark.utils.dependencies.graphs.graph_spring_layout|float.__radd__,1
278,benchmark.agbenchmark.utils.dependencies.graphs.graph_spring_layout|float.__truediv__,1
279,benchmark.agbenchmark.utils.dependencies.graphs.graph_spring_layout|int.__new__,1
280,benchmark.agbenchmark.utils.dependencies.graphs.graph_spring_layout|float.__rtruediv__,1
281,benchmark.agbenchmark.utils.dependencies.graphs.graph_interactive_network|object.__repr__,1
282,benchmark.agbenchmark.utils.dependencies.graphs.graph_interactive_network|dict.items,1
283,benchmark.agbenchmark.utils.dependencies.graphs.graph_interactive_network|slice.__init__,1
284,benchmark.agbenchmark.utils.dependencies.graphs.graph_interactive_network|pathlib.Path.resolve,1
285,benchmark.agbenchmark.utils.dependencies.graphs.graph_interactive_network|pathlib.Path.__new__,1
286,benchmark.agbenchmark.utils.dependencies.graphs.graph_interactive_network|pathlib.Path.cwd,1
287,benchmark.agbenchmark.utils.dependencies.graphs.graph_interactive_network|dict.copy,1
288,benchmark.agbenchmark.utils.dependencies.graphs.graph_interactive_network|pathlib.PurePath.__truediv__,1
289,benchmark.agbenchmark.utils.dependencies.graphs.get_roots|list.__init__,1
290,benchmark.agbenchmark.utils.dependencies.graphs.get_roots|set.__sub__,1
291,benchmark.agbenchmark.utils.dependencies.graphs.get_category_colors|enumerate.__next__,1
292,benchmark.agbenchmark.utils.dependencies.graphs.get_category_colors|set.__init__,1
293,benchmark.agbenchmark.utils.dependencies.graphs.get_category_colors|enumerate.__init__,1
294,benchmark.agbenchmark.utils.dependencies.graphs.get_category_colors|dict.values,1
295,benchmark.agbenchmark.utils.dependencies.graphs.get_category_colors|slice.__init__,1
296,benchmark.agbenchmark.utils.dependencies.graphs.get_category_colors|tuple.__getitem__,1
297,benchmark.agbenchmark.utils.dependencies.graphs.extract_subgraph_based_on_category|set.__init__,1
298,benchmark.agbenchmark.utils.dependencies.graphs.curved_edges|matplotlib.axes._base._AxesBase.add_patch,1
299,benchmark.agbenchmark.utils.dependencies.graphs.curved_edges|dict.__init__,1
300,benchmark.agbenchmark.utils.dependencies.graphs.curved_edges|matplotlib.axes._axes.Axes.annotate,1
301,benchmark.agbenchmark.utils.dependencies.graphs.curved_edges|numpy.ndarray.__getitem__,1
302,benchmark.agbenchmark.utils.dependencies.graphs.curved_edges|list.__getitem__,1
303,benchmark.agbenchmark.utils.dependencies.graphs.curved_edges|matplotlib.patches.FancyArrowPatch.__init__,1
304,benchmark.agbenchmark.utils.dependencies.graphs.curved_edges|dict.__getitem__,1
305,benchmark.agbenchmark.utils.dependencies.graphs.bezier_curve|list.append,1
306,benchmark.agbenchmark.utils.dependencies.graphs.bezier_curve|numpy.ndarray.__rmul__,1
307,benchmark.agbenchmark.utils.dependencies.graphs.bezier_curve|numpy.ndarray.__getitem__,1
308,benchmark.agbenchmark.utils.dependencies.graphs.bezier_curve|int.__sub__,1
309,benchmark.agbenchmark.utils.dependencies.graphs.bezier_curve|numpy.ndarray.__add__,1
310,benchmark.agbenchmark.utils.dependencies._get_ini_or_option|list.__contains__,1
311,benchmark.agbenchmark.utils.dependencies._get_ini_or_option|str.join,1
312,benchmark.agbenchmark.utils.dependencies._get_ini_or_option|BaseException.__init__,1
313,benchmark.agbenchmark.utils.dependencies._add_ini_and_option|str.replace,1
314,benchmark.agbenchmark.utils.dependencies._add_ini_and_option|str.__add__,1
315,benchmark.agbenchmark.utils.data_types.calculate_info_test_path|datetime.date.strftime,1
316,benchmark.agbenchmark.utils.data_types.calculate_info_test_path|list.index,1
317,benchmark.agbenchmark.utils.data_types.calculate_info_test_path|str.strip,1
318,benchmark.agbenchmark.utils.data_types.calculate_info_test_path|pathlib.Path.mkdir,1
319,benchmark.agbenchmark.utils.data_types.calculate_info_test_path|list.__getitem__,1
320,benchmark.agbenchmark.utils.data_types.calculate_info_test_path|dict.items,1
321,benchmark.agbenchmark.utils.data_types.calculate_info_test_path|int.__add__,1
322,benchmark.agbenchmark.utils.data_types.calculate_info_test_path|list.__contains__,1
323,benchmark.agbenchmark.utils.data_types.calculate_info_test_path|pathlib.PurePath.__truediv__,1
324,benchmark.agbenchmark.utils.data_types.Info.difficulty_to_enum|str.lower,1
325,benchmark.agbenchmark.utils.data_types.Info.difficulty_to_enum|enum.Enum.__new__,1
326,benchmark.agbenchmark.utils.data_types.Info.difficulty_to_enum|BaseException.__init__,1
327,benchmark.agbenchmark.utils.data_types.Eval.validate_template|BaseException.__init__,1
328,benchmark.agbenchmark.utils.data_types.Eval.validate_template|list.__contains__,1
329,benchmark.agbenchmark.utils.data_types.Eval.validate_scoring|BaseException.__init__,1
330,benchmark.agbenchmark.utils.data_types.Eval.validate_scoring|list.__contains__,1
331,benchmark.agbenchmark.utils.data_types.Eval.validate_eval_fields|BaseException.__init__,1
332,benchmark.agbenchmark.utils.data_types.ChallengeData.serialize|io.TextIOWrapper.__enter__,1
333,benchmark.agbenchmark.utils.data_types.ChallengeData.serialize|io.TextIOBase.write,1
334,benchmark.agbenchmark.utils.data_types.ChallengeData.get_json_from_path|io.TextIOWrapper.__enter__,1
335,benchmark.agbenchmark.utils.data_types.ChallengeData.get_json_from_path|pathlib.Path.resolve,1
