,name,count
0,autogpts.autogpt.agbenchmark_config.analyze_reports.process_test|dict.__getitem__,435
226,benchmark.agbenchmark.utils.data_types.Eval.validate_template|list.__contains__,87
227,benchmark.agbenchmark.utils.data_types.Eval.validate_scoring|BaseException.__init__,87
228,benchmark.agbenchmark.utils.data_types.Eval.validate_scoring|list.__contains__,87
229,benchmark.agbenchmark.utils.data_types.Eval.validate_eval_fields|BaseException.__init__,87
230,benchmark.agbenchmark.utils.data_types.ChallengeData.serialize|io.TextIOWrapper.__enter__,87
231,benchmark.agbenchmark.utils.data_types.ChallengeData.serialize|io.TextIOBase.write,87
232,benchmark.agbenchmark.utils.data_types.ChallengeData.get_json_from_path|io.TextIOWrapper.__enter__,87
233,benchmark.agbenchmark.utils.data_types.ChallengeData.get_json_from_path|pathlib.Path.resolve,87
234,benchmark.agbenchmark.utils.data_types.ChallengeData.get_json_from_path|pathlib.Path.__new__,87
235,benchmark.agbenchmark.utils.data_types.ChallengeData.deserialize|pathlib.PurePath.parent,87
236,benchmark.agbenchmark.utils.data_types.ChallengeData.deserialize|io.TextIOWrapper.__enter__,87
237,benchmark.agbenchmark.utils.data_types.ChallengeData.deserialize|pathlib.PurePath.__truediv__,87
238,benchmark.agbenchmark.utils.data_types.ChallengeData.deserialize|object.__init__,87
239,benchmark.agbenchmark.utils.data_types.ChallengeData.deserialize|pathlib.Path.resolve,87
240,benchmark.agbenchmark.utils.data_types.ChallengeData.deserialize|pathlib.Path.__new__,87
241,benchmark.agbenchmark.utils.data_types.ChallengeData.challenge_from_test_data|dict.__setitem__,87
242,benchmark.agbenchmark.utils.data_types.ChallengeData.challenge_from_test_data|dict.__getitem__,87
243,benchmark.agbenchmark.utils.data_types.ChallengeData.challenge_from_test_data|object.__init__,87
244,benchmark.agbenchmark.utils.data_types.ChallengeData.challenge_from_datum|dict.__setitem__,87
245,benchmark.agbenchmark.utils.data_types.ChallengeData.challenge_from_datum|dict.__getitem__,87
246,benchmark.agbenchmark.utils.data_types.ChallengeData.challenge_from_datum|object.__init__,87
247,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_success_rate_path|pathlib.PurePath.__truediv__,87
248,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_success_rate_path|benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_location,87
249,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_path|benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_location,87
250,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_location|pathlib.PurePath.__truediv__,87
251,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_location|pathlib.Path.cwd,87
252,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_regression_reports_path|pathlib.PurePath.__truediv__,87
253,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_regression_reports_path|benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_reports_location,87
254,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_agent_home_directory|pathlib.PurePath.parent,87
255,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_agent_home_directory|pathlib.Path.resolve,87
256,benchmark.agbenchmark.utils.data_types.AgentBenchmarkConfig.get_agent_home_directory|pathlib.Path.__new__,87
257,benchmark.agbenchmark.utils.challenge.Challenge.task|benchmark.agbenchmark.utils.challenge.Challenge.data,87
258,benchmark.agbenchmark.utils.challenge.Challenge.skip_optional_categories|benchmark.agbenchmark.utils.challenge.Challenge.data,87
259,benchmark.agbenchmark.utils.challenge.Challenge.skip_optional_categories|dict.get,87
260,benchmark.agbenchmark.utils.challenge.Challenge.setup_challenge|object.__repr__,87
261,benchmark.agbenchmark.utils.challenge.Challenge.setup_challenge|pathlib.PurePath.parent,87
262,benchmark.agbenchmark.utils.challenge.Challenge.setup_challenge|benchmark.agbenchmark.utils.challenge.Challenge.data,87
263,benchmark.agbenchmark.utils.challenge.Challenge.setup_challenge|benchmark.agbenchmark.utils.challenge.Challenge.task,87
264,benchmark.agbenchmark.utils.challenge.Challenge.setup_challenge|pathlib.Path.__new__,87
265,benchmark.agbenchmark.utils.challenge.Challenge.scoring|str.__contains__,87
266,benchmark.agbenchmark.utils.challenge.Challenge.llm_eval|float.__new__,87
267,benchmark.agbenchmark.utils.challenge.Challenge.llm_eval|benchmark.agbenchmark.utils.challenge.Challenge.data,87
268,benchmark.agbenchmark.utils.challenge.Challenge.get_scores|list.append,87
269,benchmark.agbenchmark.utils.challenge.Challenge.get_scores|benchmark.agbenchmark.utils.challenge.Challenge.scoring,87
270,benchmark.agbenchmark.utils.challenge.Challenge.get_scores|dict.__setitem__,87
271,benchmark.agbenchmark.utils.challenge.Challenge.get_scores|str.join,87
272,benchmark.agbenchmark.utils.challenge.Challenge.get_scores|benchmark.agbenchmark.utils.challenge.Challenge.data,87
273,benchmark.agbenchmark.utils.challenge.Challenge.get_scores|float.__truediv__,87
274,benchmark.agbenchmark.utils.challenge.Challenge.get_scores|benchmark.agbenchmark.utils.challenge.Challenge.llm_eval,87
275,benchmark.agbenchmark.utils.challenge.Challenge.get_scores|object.__class__,87
276,benchmark.agbenchmark.utils.challenge.Challenge.get_scores|benchmark.agbenchmark.utils.challenge.Challenge.get_artifacts_out,87
277,benchmark.agbenchmark.utils.challenge.Challenge.get_artifacts_out|list.append,87
278,benchmark.agbenchmark.utils.challenge.Challenge.get_artifacts_out|dict.__getitem__,87
279,benchmark.agbenchmark.utils.challenge.Challenge.get_artifacts_out|int.__ne__,87
280,benchmark.agbenchmark.utils.challenge.Challenge.get_artifacts_out|io.TextIOWrapper.__enter__,87
281,benchmark.agbenchmark.utils.challenge.Challenge.get_artifacts_out|str.__contains__,87
282,benchmark.agbenchmark.utils.challenge.Challenge.get_artifacts_out|str.__add__,87
283,benchmark.agbenchmark.utils.challenge.Challenge.get_artifacts_out|io.TextIOBase.read,87
284,benchmark.agbenchmark.utils.challenge.Challenge.dependencies|benchmark.agbenchmark.utils.challenge.Challenge.data,87
285,benchmark.agbenchmark.reports.reports.update_regression_tests|int.__ge__,87
286,benchmark.agbenchmark.reports.reports.update_regression_tests|list.__getitem__,87
287,benchmark.agbenchmark.reports.reports.update_regression_tests|dict.__setitem__,87
288,benchmark.agbenchmark.reports.reports.update_regression_tests|object.__eq__,87
289,benchmark.agbenchmark.reports.reports.update_regression_tests|slice.__init__,87
290,benchmark.agbenchmark.reports.reports.update_challenges_already_beaten|io.TextIOWrapper.__enter__,87
291,benchmark.agbenchmark.reports.reports.update_challenges_already_beaten|dict.__getitem__,87
292,benchmark.agbenchmark.reports.reports.get_previous_test_results|dict.__getitem__,87
293,benchmark.agbenchmark.reports.reports.generate_single_call_report|dict.__getitem__,87
294,benchmark.agbenchmark.reports.reports.generate_single_call_report|typing.Mapping.__contains__,87
295,benchmark.agbenchmark.reports.reports.finalize_reports|dict.__init__,87
