,name,count
6823,autogpts.PolyGPT-alpha.forge.sdk.forge_log.ForgeLogger.__init__|logging.Formatter.__init__,2
28596,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_table_creation|sqlite3.dbapi2.Cursor.execute,1
28597,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_table_creation|sqlite3.dbapi2.Connection.cursor,1
28598,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_table_creation|list.__getitem__,1
28599,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_table_creation|str.split,1
28600,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_step_schema|datetime.datetime.now,1
28601,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_step_schema|int.__eq__,1
28602,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_list_tasks|list.__contains__,1
28603,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_list_tasks|list.__getitem__,1
28604,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_list_tasks|str.split,1
28605,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_list_steps|list.__contains__,1
28606,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_list_steps|list.__getitem__,1
28607,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_list_steps|str.split,1
28608,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_get_task_not_found|list.__getitem__,1
28609,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_get_task_not_found|str.split,1
28610,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_get_step_not_found|list.__getitem__,1
28611,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_get_step_not_found|str.split,1
28612,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_get_artifact|list.__getitem__,1
28613,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_get_artifact|str.split,1
28614,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_create_task|list.__getitem__,1
28615,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_create_task|str.split,1
28616,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_create_and_get_task|list.__getitem__,1
28617,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_create_and_get_task|str.split,1
28618,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_create_and_get_step|list.__getitem__,1
28619,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_create_and_get_step|str.split,1
28620,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_convert_to_task|datetime.datetime.now,1
28621,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_convert_to_task|int.__eq__,1
28622,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_convert_to_step|datetime.datetime.now,1
28623,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_convert_to_step|int.__eq__,1
28624,autogpts.PolyGPT-alpha.forge.sdk.db_test.test_convert_to_artifact|datetime.datetime.now,1
28625,autogpts.PolyGPT-alpha.forge.sdk.db.convert_to_task|logging.Logger.debug,1
28626,autogpts.PolyGPT-alpha.forge.sdk.db.convert_to_task|object.__init__,1
28627,autogpts.PolyGPT-alpha.forge.sdk.db.convert_to_step|sqlalchemy.sql.operators.ColumnOperators.__eq__,1
28628,autogpts.PolyGPT-alpha.forge.sdk.db.convert_to_step|logging.Logger.debug,1
28629,autogpts.PolyGPT-alpha.forge.sdk.db.convert_to_step|object.__init__,1
28630,autogpts.PolyGPT-alpha.forge.sdk.db.convert_to_artifact|object.__init__,1
28631,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step,1
28632,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|logging.Logger.error,1
28633,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|sqlalchemy.orm.query.Query.first,1
28634,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|sqlalchemy.orm.session.Session.__enter__,1
28635,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|sqlalchemy.orm.session.sessionmaker.__call__,1
28636,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|logging.Logger.debug,1
28637,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|BaseException.__init__,1
28638,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|sqlalchemy.orm.query.Query.filter_by,1
28639,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|sqlalchemy.orm.session.Session.query,1
28640,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.update_step|sqlalchemy.orm.session.Session.commit,1
28641,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|logging.Logger.error,1
28642,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|int.__truediv__,1
28643,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|int.__sub__,1
28644,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|sqlalchemy.orm.query.Query.offset,1
28645,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|sqlalchemy.orm.session.Session.__enter__,1
28646,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|object.__init__,1
28647,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|sqlalchemy.orm.query.Query.limit,1
28648,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|sqlalchemy.orm.query.Query.all,1
28649,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|int.__mul__,1
28650,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|sqlalchemy.orm.session.sessionmaker.__call__,1
28651,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|logging.Logger.debug,1
28652,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|sqlalchemy.orm.session.Session.query,1
28653,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_tasks|sqlalchemy.orm.query.Query.count,1
28654,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|sqlalchemy.orm.query.Query.count,1
28655,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|int.__truediv__,1
28656,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|int.__sub__,1
28657,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|sqlalchemy.orm.session.Session.__enter__,1
28658,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|object.__init__,1
28659,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|int.__mul__,1
28660,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|logging.Logger.debug,1
28661,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|sqlalchemy.orm.query.Query.limit,1
28662,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|sqlalchemy.orm.query.Query.offset,1
28663,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|sqlalchemy.orm.session.Session.query,1
28664,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|sqlalchemy.orm.query.Query.all,1
28665,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|logging.Logger.error,1
28666,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|sqlalchemy.orm.session.sessionmaker.__call__,1
28667,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_steps|sqlalchemy.orm.query.Query.filter_by,1
28668,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|int.__truediv__,1
28669,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|int.__sub__,1
28670,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|sqlalchemy.orm.query.Query.count,1
28671,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|sqlalchemy.orm.session.Session.__enter__,1
28672,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|object.__init__,1
28673,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|int.__mul__,1
28674,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|logging.Logger.debug,1
28675,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|sqlalchemy.orm.query.Query.offset,1
28676,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|sqlalchemy.orm.query.Query.filter_by,1
28677,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|sqlalchemy.orm.session.Session.query,1
28678,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|sqlalchemy.orm.query.Query.limit,1
28679,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|logging.Logger.error,1
28680,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|sqlalchemy.orm.session.sessionmaker.__call__,1
28681,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.list_artifacts|sqlalchemy.orm.query.Query.all,1
28682,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task|logging.Logger.error,1
28683,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task|sqlalchemy.orm.session.Session.__enter__,1
28684,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task|sqlalchemy.orm.session.sessionmaker.__call__,1
28685,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task|sqlalchemy.orm.query.Query.options,1
28686,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task|logging.Logger.debug,1
28687,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task|sqlalchemy.orm.query.Query.first,1
28688,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task|BaseException.__init__,1
28689,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task|sqlalchemy.orm.session.Session.query,1
28690,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_task|sqlalchemy.orm.query.Query.filter_by,1
28691,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|logging.Logger.error,1
28692,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|sqlalchemy.orm.query.Query.first,1
28693,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|sqlalchemy.orm.session.Session.__enter__,1
28694,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|sqlalchemy.orm.session.sessionmaker.__call__,1
28695,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|logging.Logger.debug,1
28696,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|BaseException.__init__,1
28697,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|sqlalchemy.orm.query.Query.filter,1
28698,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|sqlalchemy.orm.query.Query.options,1
28699,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|sqlalchemy.sql.operators.ColumnOperators.__eq__,1
28700,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_step|sqlalchemy.orm.session.Session.query,1
28701,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_artifact|logging.Logger.error,1
28702,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_artifact|sqlalchemy.orm.query.Query.first,1
28703,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_artifact|sqlalchemy.orm.session.Session.__enter__,1
28704,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_artifact|sqlalchemy.orm.session.sessionmaker.__call__,1
28705,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_artifact|logging.Logger.debug,1
28706,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_artifact|BaseException.__init__,1
28707,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_artifact|sqlalchemy.orm.query.Query.filter_by,1
28708,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.get_artifact|sqlalchemy.orm.session.Session.query,1
28709,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task|logging.Logger.error,1
28710,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task|sqlalchemy.orm.session.Session.__enter__,1
28711,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task|sqlalchemy.orm.session.sessionmaker.__call__,1
28712,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task|logging.Logger.debug,1
28713,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task|object.__init__,1
28714,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task|sqlalchemy.orm.session.Session.refresh,1
28715,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task|object.__repr__,1
28716,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task|sqlalchemy.orm.session.Session.commit,1
28717,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_task|sqlalchemy.orm.session.Session.add,1
28718,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_step|logging.Logger.error,1
28719,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_step|sqlalchemy.orm.session.Session.__enter__,1
28720,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_step|object.__init__,1
28721,autogpts.PolyGPT-alpha.forge.sdk.db.AgentDB.create_step|sqlalchemy.orm.session.sessionmaker.__call__,1
